timestamp,internal_temp_c,external_temp_c,battery_voltage_v,battery_current_a,battery_soc_percentage,battery_capacity_ah,power_load_kw,energy_loss_percent,estimated_takeoff_consumption_kw,tank_pressure_bar,structural_integrity,critical_modules_status,telemetry_link_status,is_anomaly
2026-03-25 22:07:42.147255,34.47360626002838,25.185035991562962,46.38605629751249,51.03629208071314,81.4405888962134,119.16374527766925,7.285487377480191,2.854402856217487,136.8942772463312,131.10378968904385,1,1,1,False
2026-03-25 22:08:42.147255,25.177849858558496,-4.188212759090581,48.46542058940875,114.62926986537991,75.42967639208912,103.88666845591088,8.477682226286474,2.3922739480050303,125.86234380802742,135.91274827706442,1,1,1,False
2026-03-25 22:09:42.147255,22.04934759643998,25.942288521086414,48.1379189951935,29.517033629961936,85.19760993149319,114.7221007440539,12.671775665485892,2.33961090019943,73.77248352965532,112.4106868804247,1,1,1,False
2026-03-25 22:10:42.147255,34.39940105309,-3.123011131375301,46.22963247945898,65.65320011112047,97.26449847390535,84.18755564787128,19.930774874563937,5.728973061992477,50.49307190660778,106.59836798180021,1,1,1,False
2026-03-25 22:11:42.147255,30.769566640321244,9.126396251563698,48.8858628423318,62.832439176807014,70.52486805418012,89.33400825242249,10.467949368352834,3.078256667512269,135.78547042126675,121.25401967324154,1,1,1,False
2026-03-25 22:12:42.147255,30.312795184275227,2.5577535644120086,47.352975764989885,85.61381820402019,79.14840365759257,101.60312366246224,15.073750268808855,5.8768422297149066,58.891390324650786,111.11383140043188,1,1,1,False
2026-03-25 22:13:42.147255,18.773731102077743,14.991214803380913,51.65050011774082,109.38563504544646,61.234117012288756,91.00464657393432,24.947392800642792,6.220338846217604,50.325994630758565,98.84441953031865,1,1,1,False
2026-03-25 22:14:42.147255,34.64801444240259,29.022516528255288,50.643506475512304,89.54598367024005,83.77640981547388,113.09614810409178,16.10622364522178,6.083284395845508,150.06272221283058,136.54954274130822,1,1,1,False
2026-03-25 22:15:42.147255,21.746742712845183,7.514829010166196,48.68275208363686,70.17172297932473,94.27465251588077,80.22458978838428,19.366463307806985,3.3315087968145862,102.80755955720903,142.75006314441092,1,1,1,False
2026-03-25 22:16:42.147255,34.57400850158021,0.68732658514132,49.479125724998525,54.49992059004451,70.40142582722963,111.1840366163207,23.624992272960128,3.9807161882988744,84.47378671545891,122.49559579350972,1,1,1,False
2026-03-25 22:17:42.147255,30.41177416272974,9.170638486641304,49.91617971290075,76.0570790688829,87.0830047178826,106.48239927461877,21.1887503986722,7.898491476810168,104.20277343605912,115.86842614115061,1,1,1,False
2026-03-25 22:18:42.147255,31.314335723187096,26.738968139646186,48.82864639903754,27.043595136324576,86.74470534146431,108.50356157909161,24.22061993022299,5.134642985841847,114.53878173147642,103.08571686554714,1,1,1,False
2026-03-25 22:19:42.147255,23.426485142785026,18.76071621943397,50.836658691609586,79.97486736181676,89.93938480586127,85.23601991948878,13.5217489641046,4.033228754713684,65.93134567443947,118.97207475769041,1,1,1,False
2026-03-25 22:20:42.147255,27.178087782931847,12.578264823165213,48.42146409503491,57.01785484905352,96.35581053644529,95.05935592041904,17.79022574992861,6.167204752366664,84.80628263563364,109.16623037949597,1,1,1,False
2026-03-25 22:21:42.147255,33.867603459973054,2.7284503118185937,48.573335243217514,28.100085915202172,94.77081913090474,92.69252728395526,7.641050490381051,2.6683291844190125,84.33439104871647,135.67519428490232,1,1,1,False
2026-03-25 22:22:42.147255,19.4664825478282,4.026387568906452,47.7388992234827,68.13765739144712,84.06837504603317,113.51598194887225,7.003542680539658,2.0465400480264573,136.77929990972189,104.25345188868272,1,1,1,False
2026-03-25 22:23:42.147255,27.417715326127485,20.065621046709563,46.06010870869983,93.10220167109576,73.62025124476544,93.87952094697127,21.83444673702168,3.144288501489043,93.79823959914296,113.55057612898722,1,1,1,False
2026-03-25 22:24:42.147255,28.903454423429856,26.00733686880136,51.830040302819576,117.35581100373288,71.00926001537941,115.63852268139915,10.59771539512305,3.19237971634071,96.21309235415598,106.70443393634682,1,1,1,False
